horse_id,name,sex,birth_year,birth_date,color,breeder,owner,total_earnings,total_starts,total_wins,profile_scraped
シンボリオレゴン,シンボリオレゴン,牡,,,,,,,,,0
ロットシュナイダー,ロットシュナイダー,牡,,,,,,,,,0
ペインテドブラック,ペインテドブラック,牡,,,,,,,,,0
メジロマイヤー,メジロマイヤー,牡,,,,,,,,,0
アグネスソニック,アグネスソニック,牡,,,,,,,,,0
カゼニフカレテ,カゼニフカレテ,牡,,,,,,,,,0
オースミエルスト,オースミエルスト,牡,,,,,,,,,0
マイネルアンブル,マイネルアンブル,牡,,,,,,,,,0
フィールドラッキー,フィールドラッキー,牡,,,,,,,,,0
メジロアービン,メジロアービン,牡,,,,,,,,,0
メガスターダム,メガスターダム,牡,,,,,,,,,0
セイウンマグマラシ,セイウンマグマラシ,牡,,,,,,,,,0
テイエムマズルカ,テイエムマズルカ,牡,,,,,,,,,0
メンタルシャウト,メンタルシャウト,牡,,,,,,,,,0
シャイニンルビー,シャイニンルビー,牝,,,,,,,,,0
オースミバーディー,オースミバーディー,牝,,,,,,,,,0
ウィルビーゼア,ウィルビーゼア,牝,,,,,,,,,0
レディーシップ,レディーシップ,牝,,,,,,,,,0
サクラヴィクトリア,サクラヴィクトリア,牝,,,,,,,,,0
トーセンエール,トーセンエール,牝,,,,,,,,,0
マイネヴィータ,マイネヴィータ,牝,,,,,,,,,0
ストロベリードール,ストロベリードール,牝,,,,,,,,,0
ブライアンズイブ,ブライアンズイブ,牝,,,,,,,,,0
ラヴァリーフリッグ,ラヴァリーフリッグ,牝,,,,,,,,,0
オメガスターライト,オメガスターライト,牝,,,,,,,,,0
ブルーリッジリバー,ブルーリッジリバー,牝,,,,,,,,,0
サクセスビューティ,サクセスビューティ,牝,,,,,,,,,0
スズカアンゼラ,スズカアンゼラ,牝,,,,,,,,,0
オルキデア,オルキデア,牝,,,,,,,,,0
ロングアイラッシュ,ロングアイラッシュ,牝,,,,,,,,,0
ナリタトップロード,ナリタトップロード,牡,,,,,,,,,0
マチカネキンノホシ,マチカネキンノホシ,牡,,,,,,,,,0
テンザンセイザ,テンザンセイザ,牡,,,,,,,,,0
ミスキャスト,ミスキャスト,牡,,,,,,,,,0
トウカイオーザ,トウカイオーザ,牡,,,,,,,,,0
チェリーブラスト,チェリーブラスト,牡,,,,,,,,,0
ボーンキング,ボーンキング,牡,,,,,,,,,0
サクラナミキオー,サクラナミキオー,牡,,,,,,,,,0
グロリアスドータ,グロリアスドータ,牝,,,,,,,,,0
アグネスデジタル,アグネスデジタル,牡,,,,,,,,,0
トーシンブリザード,トーシンブリザード,牡,,,,,,,,,0
ノボトゥルー,ノボトゥルー,牡,,,,,,,,,0
トゥザヴィクトリー,トゥザヴィクトリー,牝,,,,,,,,,0
トーホウエンペラー,トーホウエンペラー,牡,,,,,,,,,0
サウスヴィグラス,サウスヴィグラス,牡,,,,,,,,,0
ゲイリーイグリット,ゲイリーイグリット,牝,,,,,,,,,0
プリエミネンス,プリエミネンス,牝,,,,,,,,,0
ウイングアロー,ウイングアロー,牡,,,,,,,,,0
ノボジャック,ノボジャック,牡,,,,,,,,,0
リージェントブラフ,リージェントブラフ,牡,,,,,,,,,0
ゴールドティアラ,ゴールドティアラ,牝,,,,,,,,,0
スノーエンデバー,スノーエンデバー,牡,,,,,,,,,0
イシヤクマッハ,イシヤクマッハ,牡,,,,,,,,,0
ワシントンカラー,ワシントンカラー,牡,,,,,,,,,0
タニノギムレット,タニノギムレット,牡,,,,,,,,,0
ホーマンウイナー,ホーマンウイナー,牡,,,,,,,,,0
ダンツジャッジ,ダンツジャッジ,牡,,,,,,,,,0
サダムブルースカイ,サダムブルースカイ,牡,,,,,,,,,0
マルブツアンセム,マルブツアンセム,牡,,,,,,,,,0
キネティクス,キネティクス,牡,,,,,,,,,0
ストレイラルホーク,ストレイラルホーク,牡,,,,,,,,,0
サンライズビート,サンライズビート,牡,,,,,,,,,0
チアズリガス,チアズリガス,牡,,,,,,,,,0
マルシゲガリバー,マルシゲガリバー,牡,,,,,,,,,0
ピンクドラゴン,ピンクドラゴン,牝,,,,,,,,,0
トウカイポイント,トウカイポイント,せん,,,,,,,,,0
ラスカルスズカ,ラスカルスズカ,牡,,,,,,,,,0
ミレニアムバイオ,ミレニアムバイオ,牡,,,,,,,,,0
エイシンプレストン,エイシンプレストン,牡,,,,,,,,,0
ジョウテンブレーヴ,ジョウテンブレーヴ,牡,,,,,,,,,0
エイシンエーケン,エイシンエーケン,牡,,,,,,,,,0
エアギャングスター,エアギャングスター,せん,,,,,,,,,0
ゴーステディ,ゴーステディ,牡,,,,,,,,,0
タケデンジュリアス,タケデンジュリアス,牡,,,,,,,,,0
トウカイパルサー,トウカイパルサー,牡,,,,,,,,,0
ダンツキャスト,ダンツキャスト,牡,,,,,,,,,0
ブラウンシャトレー,ブラウンシャトレー,牡,,,,,,,,,0
テンシノキセキ,テンシノキセキ,牝,,,,,,,,,0
トウショウリープ,トウショウリープ,牡,,,,,,,,,0
イケハヤブサ,イケハヤブサ,牡,,,,,,,,,0
ノボサンシャイン,ノボサンシャイン,牝,,,,,,,,,0
スティーマー,スティーマー,牡,,,,,,,,,0
ニホンピロサート,ニホンピロサート,牡,,,,,,,,,0
テンザンデザート,テンザンデザート,牝,,,,,,,,,0
ヘルスウォール,ヘルスウォール,牝,,,,,,,,,0
オースミコスモ,オースミコスモ,牝,,,,,,,,,0
チャペルコンサート,チャペルコンサート,牝,,,,,,,,,0
トーセンフェアー,トーセンフェアー,牝,,,,,,,,,0
ジョーフュージョン,ジョーフュージョン,牝,,,,,,,,,0
シェーンクライト,シェーンクライト,牝,,,,,,,,,0
ステキプレゼント,ステキプレゼント,牝,,,,,,,,,0
クラッシードレス,クラッシードレス,牝,,,,,,,,,0
オメガグレイス,オメガグレイス,牝,,,,,,,,,0
メイショウフクヒメ,メイショウフクヒメ,牝,,,,,,,,,0
タムロチェリー,タムロチェリー,牝,,,,,,,,,0
ミスイロンデル,ミスイロンデル,牝,,,,,,,,,0
オカノプレイヤー,オカノプレイヤー,牝,,,,,,,,,0
ヤマシロ,ヤマシロ,牝,,,,,,,,,0
バランスオブゲーム,バランスオブゲーム,牡,,,,,,,,,0
ローマンエンパイア,ローマンエンパイア,牡,,,,,,,,,0
タイガーカフェ,タイガーカフェ,牡,,,,,,,,,0
セヴンスバード,セヴンスバード,牡,,,,,,,,,0
ヤマノブリザード,ヤマノブリザード,牡,,,,,,,,,0
ヤマニンセラフィム,ヤマニンセラフィム,牡,,,,,,,,,0
モンテブライアン,モンテブライアン,牡,,,,,,,,,0
トニーディアマンテ,トニーディアマンテ,牡,,,,,,,,,0
タイムレスワールド,タイムレスワールド,牡,,,,,,,,,0
ローズキング,ローズキング,牡,,,,,,,,,0
マルターズワールド,マルターズワールド,牡,,,,,,,,,0
ツルマルボーイ,ツルマルボーイ,牡,,,,,,,,,0
キングフィデリア,キングフィデリア,牡,,,,,,,,,0
シンボリビンテージ,シンボリビンテージ,牡,,,,,,,,,0
リトルダンサー,リトルダンサー,牡,,,,,,,,,0
ブリリアントロード,ブリリアントロード,牡,,,,,,,,,0
タイノーブルレディ,タイノーブルレディ,牝,,,,,,,,,0
アトラクティーボ,アトラクティーボ,牡,,,,,,,,,0
コスモスクランブル,コスモスクランブル,牡,,,,,,,,,0
0000302921,アイランドオオジャ,牡,,,,,,0.0,0.0,0.0,1
ティコティコタック,ティコティコタック,牝,,,,,,,,,0
レディパステル,レディパステル,牝,,,,,,,,,0
カリスマサンオペラ,カリスマサンオペラ,牝,,,,,,,,,0
ショウナンバーキン,ショウナンバーキン,牝,,,,,,,,,0
ハッピーマキシマム,ハッピーマキシマム,牝,,,,,,,,,0
バイラリーナ,バイラリーナ,牝,,,,,,,,,0
メジロバーバラ,メジロバーバラ,牝,,,,,,,,,0
ヴァイタルトラック,ヴァイタルトラック,牝,,,,,,,,,0
タイムフェアレディ,タイムフェアレディ,牝,,,,,,,,,0
ハギノスプレンダー,ハギノスプレンダー,牝,,,,,,,,,0
マグマライフ,マグマライフ,牡,,,,,,,,,0
イブキマンパワー,イブキマンパワー,牡,,,,,,,,,0
レガシーロック,レガシーロック,牡,,,,,,,,,0
マキシマムプレイズ,マキシマムプレイズ,せん,,,,,,,,,0
アドマイヤタッチ,アドマイヤタッチ,牡,,,,,,,,,0
コスモクロス,コスモクロス,牡,,,,,,,,,0
ダルタニアン,ダルタニアン,せん,,,,,,,,,0
エイシンビンセンス,エイシンビンセンス,牡,,,,,,,,,0
サクセスリー,サクセスリー,牝,,,,,,,,,0
ユーセイシュタイン,ユーセイシュタイン,牡,,,,,,,,,0
コウエイジャンボ,コウエイジャンボ,せん,,,,,,,,,0
ビッグハンター,ビッグハンター,牡,,,,,,,,,0
サーガノヴェル,サーガノヴェル,牝,,,,,,,,,0
イーグルスウォード,イーグルスウォード,牡,,,,,,,,,0
カフェボストニアン,カフェボストニアン,牡,,,,,,,,,0
シャドウスケイプ,シャドウスケイプ,牡,,,,,,,,,0
スターエルドラード,スターエルドラード,牡,,,,,,,,,0
ビッグスマッシュ,ビッグスマッシュ,牡,,,,,,,,,0
キーンランドスワン,キーンランドスワン,牡,,,,,,,,,0
ゲイリーファントム,ゲイリーファントム,牡,,,,,,,,,0
シルヴァーパレット,シルヴァーパレット,牡,,,,,,,,,0
ダイワフォーチュン,ダイワフォーチュン,牡,,,,,,,,,0
スピニングマジック,スピニングマジック,牡,,,,,,,,,0
ネガティブリターン,ネガティブリターン,牡,,,,,,,,,0
エンドレスデザート,エンドレスデザート,牡,,,,,,,,,0
タガノチャーリーズ,タガノチャーリーズ,牝,,,,,,,,,0
ベネフィシャル,ベネフィシャル,牡,,,,,,,,,0
キョウワノコイビト,キョウワノコイビト,牝,,,,,,,,,0
キタサンヒボタン,キタサンヒボタン,牝,,,,,,,,,0
スパイシードール,スパイシードール,牝,,,,,,,,,0
カネトシディザイア,カネトシディザイア,牝,,,,,,,,,0
シュテルンプレスト,シュテルンプレスト,牝,,,,,,,,,0
マチカネテマリウタ,マチカネテマリウタ,牝,,,,,,,,,0
トゥインチアズ,トゥインチアズ,牝,,,,,,,,,0
エイシンスペイン,エイシンスペイン,牝,,,,,,,,,0
ホクセツクィーン,ホクセツクィーン,牝,,,,,,,,,0
タイフィール,タイフィール,牝,,,,,,,,,0
ランディスティニー,ランディスティニー,牝,,,,,,,,,0
スマイルトゥモロー,スマイルトゥモロー,牝,,,,,,,,,0
シーディザーブス,シーディザーブス,牝,,,,,,,,,0
マイネミモーゼ,マイネミモーゼ,牝,,,,,,,,,0
メジロジョーンズ,メジロジョーンズ,牝,,,,,,,,,0
ブリストルパリ,ブリストルパリ,牝,,,,,,,,,0
ブリガドーン,ブリガドーン,牝,,,,,,,,,0
カントリーバッハ,カントリーバッハ,牝,,,,,,,,,0
エメラルドアイル,エメラルドアイル,牝,,,,,,,,,0
ソウルミュージック,ソウルミュージック,牝,,,,,,,,,0
ビクトリアノニジ,ビクトリアノニジ,牝,,,,,,,,,0
ローズウッド,ローズウッド,牝,,,,,,,,,0
コンプリートアゲン,コンプリートアゲン,牝,,,,,,,,,0
メジロフリーマン,メジロフリーマン,牝,,,,,,,,,0
テレグノシス,テレグノシス,牡,,,,,,,,,0
ローエングリン,ローエングリン,牡,,,,,,,,,0
マイネルリバティー,マイネルリバティー,牡,,,,,,,,,0
ダディーズドリーム,ダディーズドリーム,牡,,,,,,,,,0
サードニックス,サードニックス,牡,,,,,,,,,0
ボールドブライアン,ボールドブライアン,牡,,,,,,,,,0
ウイングブライアン,ウイングブライアン,牡,,,,,,,,,0
メモリーブロンコ,メモリーブロンコ,牡,,,,,,,,,0
セピアメモリー,セピアメモリー,牡,,,,,,,,,0
ジャングルポケット,ジャングルポケット,牡,,,,,,,,,0
エリモブライアン,エリモブライアン,牡,,,,,,,,,0
ミツアキサイレンス,ミツアキサイレンス,牡,,,,,,,,,0
アリシバキング,アリシバキング,牡,,,,,,,,,0
アクティブバイオ,アクティブバイオ,牡,,,,,,,,,0
タップダンスシチー,タップダンスシチー,牡,,,,,,,,,0
コイントス,コイントス,牡,,,,,,,,,0
トーホウシデン,トーホウシデン,牡,,,,,,,,,0
ハッピーパス,ハッピーパス,牝,,,,,,,,,0
マンハッタンカフェ,マンハッタンカフェ,牡,,,,,,,,,0
ロードフォレスター,ロードフォレスター,牡,,,,,,,,,0
ダイタクフラッグ,ダイタクフラッグ,牡,,,,,,,,,0
ゼンノカルナック,ゼンノカルナック,牡,,,,,,,,,0
エリモシャルマン,エリモシャルマン,牡,,,,,,,,,0
バンブーユベントス,バンブーユベントス,牡,,,,,,,,,0
アグネスポイント,アグネスポイント,牡,,,,,,,,,0
アッパレアッパレ,アッパレアッパレ,牡,,,,,,,,,0
マイネルディバイン,マイネルディバイン,牡,,,,,,,,,0
メガバックス,メガバックス,牡,,,,,,,,,0
ナムラサンクス,ナムラサンクス,牡,,,,,,,,,0
ビワワールド,ビワワールド,牡,,,,,,,,,0
シルクインザライト,シルクインザライト,牡,,,,,,,,,0
マンボツイスト,マンボツイスト,牡,,,,,,,,,0
スマートボーイ,スマートボーイ,牡,,,,,,,,,0
エアピエール,エアピエール,牡,,,,,,,,,0
タガノフォーティ,タガノフォーティ,牡,,,,,,,,,0
レディバラード,レディバラード,牝,,,,,,,,,0
キクノグリッター,キクノグリッター,牡,,,,,,,,,0
トーホウダイオー,トーホウダイオー,牡,,,,,,,,,0
ホシオー,ホシオー,牡,,,,,,,,,0
ワールドクリーク,ワールドクリーク,牡,,,,,,,,,0
シンコウスプレンダ,シンコウスプレンダ,牡,,,,,,,,,0
アルアラン,アルアラン,牡,,,,,,,,,0
ホクセツキング,ホクセツキング,せん,,,,,,,,,0
マイネルコンバット,マイネルコンバット,牡,,,,,,,,,0
ショウナンカンプ,ショウナンカンプ,牡,,,,,,,,,0
トキオパーフェクト,トキオパーフェクト,牡,,,,,,,,,0
メジロダーリング,メジロダーリング,牝,,,,,,,,,0
エピグラフ,エピグラフ,牡,,,,,,,,,0
テネシーガール,テネシーガール,牝,,,,,,,,,0
シャンハイダロン,シャンハイダロン,牡,,,,,,,,,0
グラスワールド,グラスワールド,牡,,,,,,,,,0
トレジャー,トレジャー,牡,,,,,,,,,0
ミデオンビット,ミデオンビット,牡,,,,,,,,,0
エイシンルバーン,エイシンルバーン,牡,,,,,,,,,0
エイシンスペンサー,エイシンスペンサー,牡,,,,,,,,,0
ダイワルージュ,ダイワルージュ,牝,,,,,,,,,0
フジノテンビー,フジノテンビー,牡,,,,,,,,,0
シルクプリマドンナ,シルクプリマドンナ,牝,,,,,,,,,0
サンライズペガサス,サンライズペガサス,牡,,,,,,,,,0
エアシャカール,エアシャカール,牡,,,,,,,,,0
ロサード,ロサード,牡,,,,,,,,,0
トーセンダンディ,トーセンダンディ,牡,,,,,,,,,0
プレシャスソング,プレシャスソング,牡,,,,,,,,,0
タイキリオン,タイキリオン,牡,,,,,,,,,0
メジャーカフェ,メジャーカフェ,牡,,,,,,,,,0
アルスブランカ,アルスブランカ,牡,,,,,,,,,0
シベリアンメドウ,シベリアンメドウ,牡,,,,,,,,,0
トリッキーアイズ,トリッキーアイズ,牡,,,,,,,,,0
ダイワファルコン,ダイワファルコン,牡,,,,,,,,,0
エストレーノ,エストレーノ,牡,,,,,,,,,0
ワンダーハーブ,ワンダーハーブ,牡,,,,,,,,,0
アローキャリー,アローキャリー,牝,,,,,,,,,0
ツルマルグラマー,ツルマルグラマー,牝,,,,,,,,,0
サンターナズソング,サンターナズソング,牝,,,,,,,,,0
0000613150,アイノブリーズ,牝,,,,,,0.0,0.0,0.0,1
セントスティーヴン,セントスティーヴン,せん,,,,,,,,,0
ゴーカイ,ゴーカイ,牡,,,,,,,,,0
フサイチゴールド,フサイチゴールド,牡,,,,,,,,,0
ミナミノゴージャス,ミナミノゴージャス,牡,,,,,,,,,0
センコス,センコス,せん,,,,,,,,,0
ティーベンジャン,ティーベンジャン,せん,,,,,,,,,0
ドンリファール,ドンリファール,せん,,,,,,,,,0
バンカーカウント,バンカーカウント,せん,,,,,,,,,0
オールゴング,オールゴング,せん,,,,,,,,,0
0000315700,アイディンサマー,牡,,,,,,0.0,0.0,0.0,1
ワンダーフルフィル,ワンダーフルフィル,牡,,,,,,,,,0
エグジットスウィン,エグジットスウィン,せん,,,,,,,,,0
ランド,ランド,せん,,,,,,,,,0
マグナーテン,マグナーテン,せん,,,,,,,,,0
メイショウキオウ,メイショウキオウ,牡,,,,,,,,,0
ダイタクリーヴァ,ダイタクリーヴァ,牡,,,,,,,,,0
ローズバド,ローズバド,牝,,,,,,,,,0
ミッキーダンス,ミッキーダンス,牡,,,,,,,,,0
フォーレルアゲイン,フォーレルアゲイン,牡,,,,,,,,,0
ゲイリーコンドル,ゲイリーコンドル,牡,,,,,,,,,0
ノーリーズン,ノーリーズン,牡,,,,,,,,,0
アドマイヤドン,アドマイヤドン,牡,,,,,,,,,0
シゲルゴッドハンド,シゲルゴッドハンド,牡,,,,,,,,,0
ファストタテヤマ,ファストタテヤマ,牡,,,,,,,,,0
モノポライザー,モノポライザー,牡,,,,,,,,,0
ニシノハナグルマ,ニシノハナグルマ,牝,,,,,,,,,0
マイネハルモニア,マイネハルモニア,牝,,,,,,,,,0
グランバザール,グランバザール,牝,,,,,,,,,0
レアパール,レアパール,牝,,,,,,,,,0
エプソムアクトレス,エプソムアクトレス,牝,,,,,,,,,0
メイセイプリマ,メイセイプリマ,牝,,,,,,,,,0
ダブルネーム,ダブルネーム,牝,,,,,,,,,0
マチカネマワンカナ,マチカネマワンカナ,牝,,,,,,,,,0
ハギノハイグレイド,ハギノハイグレイド,牡,,,,,,,,,0
ワンモアマイライン,ワンモアマイライン,牡,,,,,,,,,0
スターリングローズ,スターリングローズ,牡,,,,,,,,,0
テンリットル,テンリットル,牡,,,,,,,,,0
カチドキリュウ,カチドキリュウ,牡,,,,,,,,,0
フジヤマデュラブ,フジヤマデュラブ,牡,,,,,,,,,0
カネトシオペラクン,カネトシオペラクン,牡,,,,,,,,,0
シンボリクリスエス,シンボリクリスエス,牡,,,,,,,,,0
アグネスプラネット,アグネスプラネット,牡,,,,,,,,,0
ニシノサブライム,ニシノサブライム,牡,,,,,,,,,0
ディーエスサンダー,ディーエスサンダー,牡,,,,,,,,,0
オモシロイ,オモシロイ,牡,,,,,,,,,0
ギャロップサンダー,ギャロップサンダー,牡,,,,,,,,,0
ステルスコンコルド,ステルスコンコルド,牡,,,,,,,,,0
ダンツシェイク,ダンツシェイク,牡,,,,,,,,,0
イングランディーレ,イングランディーレ,牡,,,,,,,,,0
ジュピターシチー,ジュピターシチー,牡,,,,,,,,,0
ブリットレーン,ブリットレーン,牡,,,,,,,,,0
トウカイアロー,トウカイアロー,牡,,,,,,,,,0
ホワイトハピネス,ホワイトハピネス,牡,,,,,,,,,0
キーボランチ,キーボランチ,牡,,,,,,,,,0
エリモマキシム,エリモマキシム,牡,,,,,,,,,0
アンフィトリオン,アンフィトリオン,牡,,,,,,,,,0
マイネルプレーリー,マイネルプレーリー,牡,,,,,,,,,0
コスモディグニティ,コスモディグニティ,牡,,,,,,,,,0
ナムラハクシャ,ナムラハクシャ,牡,,,,,,,,,0
アグネスブレイブ,アグネスブレイブ,牡,,,,,,,,,0
シルクスカイブルー,シルクスカイブルー,牡,,,,,,,,,0
カノヤバトルクロス,カノヤバトルクロス,牡,,,,,,,,,0
マヤノサリーダ,マヤノサリーダ,牡,,,,,,,,,0
スペシャルストック,スペシャルストック,牡,,,,,,,,,0
ホッコーアンバー,ホッコーアンバー,牡,,,,,,,,,0
カルストンハードオ,カルストンハードオ,牡,,,,,,,,,0
マヤノコンチェルト,マヤノコンチェルト,牡,,,,,,,,,0
カネトシガバナー,カネトシガバナー,牡,,,,,,,,,0
ギフテッドクラウン,ギフテッドクラウン,牡,,,,,,,,,0
フジノセイガイハ,フジノセイガイハ,牡,,,,,,,,,0
シンボリアカデミー,シンボリアカデミー,せん,,,,,,,,,0
ビリーヴ,ビリーヴ,牝,,,,,,,,,0
ダンツフレーム,ダンツフレーム,牡,,,,,,,,,0
ネイティヴハート,ネイティヴハート,牡,,,,,,,,,0
ゼンノエルシド,ゼンノエルシド,牡,,,,,,,,,0
タマルファイター,タマルファイター,牡,,,,,,,,,0
イナリコンコルド,イナリコンコルド,牡,,,,,,,,,0
サクセスストレイン,サクセスストレイン,牝,,,,,,,,,0
ダイワジアン,ダイワジアン,牡,,,,,,,,,0
グリーンソニック,グリーンソニック,牡,,,,,,,,,0
タフネススター,タフネススター,牝,,,,,,,,,0
タニノエタニティ,タニノエタニティ,牡,,,,,,,,,0
ユーセイプライム,ユーセイプライム,牡,,,,,,,,,0
ホットシークレット,ホットシークレット,せん,,,,,,,,,0
チカラダユウキ,チカラダユウキ,牡,,,,,,,,,0
ユウキャラット,ユウキャラット,牝,,,,,,,,,0
ビューティマリオン,ビューティマリオン,牝,,,,,,,,,0
カネツフルーヴ,カネツフルーヴ,牡,,,,,,,,,0
ブラウンライアン,ブラウンライアン,牡,,,,,,,,,0
スナークレイアース,スナークレイアース,牡,,,,,,,,,0
アグネスパートナー,アグネスパートナー,牡,,,,,,,,,0
ユノピエロ,ユノピエロ,牡,,,,,,,,,0
アサカディフィート,アサカディフィート,せん,,,,,,,,,0
アドマイヤカイザー,アドマイヤカイザー,牡,,,,,,,,,0
スエヒロコマンダー,スエヒロコマンダー,牡,,,,,,,,,0
ラムセスロード,ラムセスロード,牡,,,,,,,,,0
パープルエビス,パープルエビス,牡,,,,,,,,,0
サイレントセイバー,サイレントセイバー,牡,,,,,,,,,0
アンブラスモア,アンブラスモア,牡,,,,,,,,,0
マチカネアカツキ,マチカネアカツキ,牡,,,,,,,,,0
ゴールドアリュール,ゴールドアリュール,牡,,,,,,,,,0
ヒミツヘイキ,ヒミツヘイキ,牡,,,,,,,,,0
インタータイヨウ,インタータイヨウ,牡,,,,,,,,,0
アサクサデンエン,アサクサデンエン,牡,,,,,,,,,0
サクラハーン,サクラハーン,牡,,,,,,,,,0
クロノスシチー,クロノスシチー,牡,,,,,,,,,0
ヤマニンマター,ヤマニンマター,牡,,,,,,,,,0
クーリンガー,クーリンガー,牡,,,,,,,,,0
マチカネヒノゴトシ,マチカネヒノゴトシ,牡,,,,,,,,,0
マイネルプロスパー,マイネルプロスパー,牡,,,,,,,,,0
ナムラジーガー,ナムラジーガー,牡,,,,,,,,,0
ミッドタウン,ミッドタウン,牡,,,,,,,,,0
ジューンキングプローン,ジューンキングプローン,牡,,,,,,,,,0
レッドペッパー,レッドペッパー,せん,,,,,,,,,0
アメリカンボス,アメリカンボス,牡,,,,,,,,,0
