horse_id,horse_name,ancestor_id,ancestor_name,generation,line
0000723210,アズマサンダース,0000393161,Mountain Flower(USA),4,SSSD
0000723210,アズマサンダース,0000334560,Turn-to(IRE),5,SSSDS
0000723210,アズマサンダース,0000388312,Nothirdchance(USA),5,SSSDD
0000723210,アズマサンダース,0000335457,Cosmic Bomb(USA),3,SSD
0000723210,アズマサンダース,0000386852,Almahmoud(USA),4,SSDS
0000723210,アズマサンダース,0000334029,Promised Land(USA),5,SSDSS
0000723210,アズマサンダース,0000385295,Pretty Ways(USA),5,SSDSD
0000723210,アズマサンダース,0000336896,Montparnasse(ARG),4,SSDD
0000723210,アズマサンダース,0000393160,Edelweiss(USA),5,SSDDS
0000723210,アズマサンダース,0000334857,Royal Charger(GB),5,SSDDD
0000723210,アズマサンダース,0000388755,Source Sucree(FR),2,SD
0000723210,アズマサンダース,0000335418,Blue Swords(USA),3,SDS
0000723210,アズマサンダース,0000387644,Galla Colors(USA),4,SDSS
0000723210,アズマサンダース,0000335009,Pharamond(GB),5,SDSSS
0000723210,アズマサンダース,0000386953,Banish Fear(USA),5,SDSSD
0000723210,アズマサンダース,0000334823,Mahmoud(FR),4,SDSD
0000723210,アズマサンダース,0000389152,Arbitrator(USA),5,SDSDS
0000723210,アズマサンダース,0000335790,Palestinian(USA),5,SDSDD
0000723210,アズマサンダース,0000388070,Mahmoudess(USA),3,SDD
0000723210,アズマサンダース,0000334508,Stymie(USA),4,SDDS
0000723210,アズマサンダース,0000388472,Pretty Jo(USA),5,SDDSS
0000723210,アズマサンダース,0000334284,Gulf Stream(GB),5,SDDSD
0000723210,アズマサンダース,0000393157,Mignon(ARG),4,SDDD
0000723210,アズマサンダース,0000334297,Hillary(USA),5,SDDDS
0000723210,アズマサンダース,0000393159,Dowager(USA),5,SDDDD
0000723210,アズマサンダース,0000234049,オースミシャイン,1,D
0000723210,アズマサンダース,0000140567,シンボリルドルフ,2,DS
0000723210,アズマサンダース,0000128083,コランデアガール,3,DSS
0000723210,アズマサンダース,0000333257,パーソロン(IRE),4,DSSS
0000723210,アズマサンダース,0000050973,スイートルナ,5,DSSSS
0000723210,アズマサンダース,0000333254,ネヴアービート(GB),5,DSSSD
0000723210,アズマサンダース,0000050181,ヤヨイカマダ,4,DSSD
0000723210,アズマサンダース,0000334048,Milesian(GB),5,DSSDS
0000723210,アズマサンダース,0000389829,Paleo(FR),5,DSSDD
0000723210,アズマサンダース,0000010412,スピードシンボリ,3,DSD
0000723210,アズマサンダース,0000378544,ダンスタイム(IRE),4,DSDS
0000723210,アズマサンダース,0000334000,Never Say Die(USA),5,DSDSS
0000723210,アズマサンダース,0000384536,Bride Elect(GB),5,DSDSD
0000723210,アズマサンダース,0000333224,チヤイナロツク(GB),4,DSDD
0000723210,アズマサンダース,0000378499,コランデイア(GB),5,DSDDS
0000723210,アズマサンダース,0000334371,My Babu(FR),5,DSDDD
0000723210,アズマサンダース,0000385200,Oatflake(GB),2,DD
0000723210,アズマサンダース,0000334418,Pharis(FR),3,DDS
0000723210,アズマサンダース,0000387135,Calonice(FR),4,DDSS
0000723210,アズマサンダース,0000333233,ロイヤルチヤレンヂヤー(IRE),5,DDSSS
0000723210,アズマサンダース,0000005709,スイートイン,5,DDSSD
0000723210,アズマサンダース,0000334405,Palestine(GB),4,DDSD
0000723210,アズマサンダース,0000385393,Samaritaine(FR),5,DDSDS
0000723210,アズマサンダース,0000334374,Nasrullah(GB),5,DDSDD
0000723210,アズマサンダース,0000388715,Singing Grass(USA),3,DDD
0000723210,アズマサンダース,0000334129,Big Game(GB),4,DDDS
0000723210,アズマサンダース,0000401502,Netherton Maid(GB),5,DDDSS
0000723210,アズマサンダース,0000334462,Rockefella(GB),5,DDDSD
0000723210,アズマサンダース,0000388123,May Wong(FR),4,DDDD
0000723210,アズマサンダース,0000334107,Auriban(FR),5,DDDDS
0000723210,アズマサンダース,0000384435,Arlanza(FR),5,DDDDD
0000714290,アタゴタイショウ,0000347814,Silver Deputy(CAN),1,S
0000714290,アタゴタイショウ,0000338072,Deputy Minister(CAN),2,SS
0000714290,アタゴタイショウ,0000397017,Silver Valley(USA),3,SSS
0000714290,アタゴタイショウ,0000336132,Vice Regent(CAN),4,SSSS
0000714290,アタゴタイショウ,0000392196,Mint Copy(CAN),5,SSSSS
0000714290,アタゴタイショウ,0000335975,Mr. Prospector(USA),5,SSSSD
0000714290,アタゴタイショウ,0000397016,Seven Valleys(USA),4,SSSD
0000714290,アタゴタイショウ,0000334002,Northern Dancer(CAN),5,SSSDS
0000714290,アタゴタイショウ,0000389443,Victoria Regina(CAN),5,SSSDD
0000714290,アタゴタイショウ,0000336550,Bunty's Flight(CAN),3,SSD
0000714290,アタゴタイショウ,0000392195,Shakney(USA),4,SSDS
0000714290,アタゴタイショウ,0000334066,Raise a Native(USA),5,SSDSS
0000714290,アタゴタイショウ,0000389632,Gold Digger(USA),5,SSDSD
0000714290,アタゴタイショウ,0000340737,Road At Sea(USA),4,SSDD
0000714290,アタゴタイショウ,0000397015,Proud Pied(USA),5,SSDDS
0000714290,アタゴタイショウ,0000334378,Nearctic(CAN),5,SSDDD
0000714290,アタゴタイショウ,0000386225,Natalma(USA),2,SD
0000714290,アタゴタイショウ,0000335781,Menetrier(FR),3,SDS
0000714290,アタゴタイショウ,0000389051,Victoriana(USA),4,SDSS
0000714290,アタゴタイショウ,0000334979,Bunty Lawless(USA),5,SDSSS
0000714290,アタゴタイショウ,0000392194,Broomflight(USA),5,SDSSD
0000714290,アタゴタイショウ,0000336551,Jabneh(USA),4,SDSD
0000714290,アタゴタイショウ,0000390917,Grass Shack(USA),5,SDSDS
0000714290,アタゴタイショウ,0000334375,Native Dancer(USA),5,SDSDD
0000714290,アタゴタイショウ,0000388521,Raise You(USA),3,SDD
0000714290,アタゴタイショウ,0000334373,Nashua(USA),4,SDDS
0000714290,アタゴタイショウ,0000389398,Sequence(USA),5,SDDSS
0000714290,アタゴタイショウ,0000334036,Bald Eagle(USA),5,SDDSD
0000714290,アタゴタイショウ,0000397013,Hard-a-Lee(USA),4,SDDD
0000714290,アタゴタイショウ,0000334483,Seven Corners(USA),5,SDDDS
0000714290,アタゴタイショウ,0000397014,Ancient History(USA),5,SDDDD
0000714290,アタゴタイショウ,0000713968,Soaring Sultana(USA),1,D
0000714290,アタゴタイショウ,0000336380,Northjet(IRE),2,DS
0000714290,アタゴタイショウ,0000434683,Prospector's Queen(USA),3,DSS
0000714290,アタゴタイショウ,0000334003,Northfields(USA),4,DSSS
0000714290,アタゴタイショウ,0000389283,Jellatina(IRE),5,DSSSS
0000714290,アタゴタイショウ,0000335975,Mr. Prospector(USA),5,DSSSD
0000714290,アタゴタイショウ,0000411772,Fearless Queen(USA),4,DSSD
0000714290,アタゴタイショウ,0000334002,Northern Dancer(CAN),5,DSSDS
0000714290,アタゴタイショウ,0000386241,Little Hut(USA),5,DSSDD
0000714290,アタゴタイショウ,0000333346,フオルテイノ(FR),3,DSD
0000714290,アタゴタイショウ,0000388507,Queenpot(GB),4,DSDS
0000714290,アタゴタイショウ,0000334066,Raise a Native(USA),5,DSDSS
0000714290,アタゴタイショウ,0000389632,Gold Digger(USA),5,DSDSD
0000714290,アタゴタイショウ,0000334649,Iron Ruler(USA),4,DSDD
0000714290,アタゴタイショウ,0000411771,Reckless(FR),5,DSDDS
0000714290,アタゴタイショウ,0000334378,Nearctic(CAN),5,DSDDD
0000714290,アタゴタイショウ,0000386225,Natalma(USA),2,DD
0000714290,アタゴタイショウ,0000335611,Occupy(USA),3,DDS
0000714290,アタゴタイショウ,0000386446,Savage Beauty(USA),4,DDSS
0000714290,アタゴタイショウ,0000333952,Grey Sovereign(GB),5,DDSSS
0000714290,アタゴタイショウ,0000388524,Ranavalo(FR),5,DDSSD
0000714290,アタゴタイショウ,0000334129,Big Game(GB),4,DDSD
0000714290,アタゴタイショウ,0000388447,Poker Chip(GB),5,DDSDS
0000714290,アタゴタイショウ,0000334375,Native Dancer(USA),5,DDSDD
0000714290,アタゴタイショウ,0000388521,Raise You(USA),3,DDD
0000714290,アタゴタイショウ,0000334373,Nashua(USA),4,DDDS
0000714290,アタゴタイショウ,0000389398,Sequence(USA),5,DDDSS
0000714290,アタゴタイショウ,0000334001,Never Bend(USA),5,DDDSD
0000714290,アタゴタイショウ,0000388320,Obedient(USA),4,DDDD
0000714290,アタゴタイショウ,0000334433,Prince Chevalier(FR),5,DDDDS
0000714290,アタゴタイショウ,0000418143,Dasher(GB),5,DDDDD
0000737164,アドマイヤジャパン,0000333862,サンデーサイレンス(USA),1,S
0000737164,アドマイヤジャパン,0000335154,Halo(USA),2,SS
0000737164,アドマイヤジャパン,0000393162,Wishing Well(USA),3,SSS
0000737164,アドマイヤジャパン,0000334286,Hail to Reason(USA),4,SSSS
0000737164,アドマイヤジャパン,0000387273,Cosmah(USA),5,SSSSS
0000737164,アドマイヤジャパン,0000336892,Understanding(USA),5,SSSSD
0000737164,アドマイヤジャパン,0000393161,Mountain Flower(USA),4,SSSD
0000737164,アドマイヤジャパン,0000334560,Turn-to(IRE),5,SSSDS
0000737164,アドマイヤジャパン,0000388312,Nothirdchance(USA),5,SSSDD
0000737164,アドマイヤジャパン,0000335457,Cosmic Bomb(USA),3,SSD
0000737164,アドマイヤジャパン,0000386852,Almahmoud(USA),4,SSDS
0000737164,アドマイヤジャパン,0000334029,Promised Land(USA),5,SSDSS
0000737164,アドマイヤジャパン,0000385295,Pretty Ways(USA),5,SSDSD
0000737164,アドマイヤジャパン,0000336896,Montparnasse(ARG),4,SSDD
0000737164,アドマイヤジャパン,0000393160,Edelweiss(USA),5,SSDDS
0000737164,アドマイヤジャパン,0000334857,Royal Charger(GB),5,SSDDD
0000737164,アドマイヤジャパン,0000388755,Source Sucree(FR),2,SD
0000737164,アドマイヤジャパン,0000335418,Blue Swords(USA),3,SDS
0000737164,アドマイヤジャパン,0000387644,Galla Colors(USA),4,SDSS
0000737164,アドマイヤジャパン,0000335009,Pharamond(GB),5,SDSSS
0000737164,アドマイヤジャパン,0000386953,Banish Fear(USA),5,SDSSD
0000737164,アドマイヤジャパン,0000334823,Mahmoud(FR),4,SDSD
0000737164,アドマイヤジャパン,0000389152,Arbitrator(USA),5,SDSDS
0000737164,アドマイヤジャパン,0000335790,Palestinian(USA),5,SDSDD
0000737164,アドマイヤジャパン,0000388070,Mahmoudess(USA),3,SDD
0000737164,アドマイヤジャパン,0000334508,Stymie(USA),4,SDDS
0000737164,アドマイヤジャパン,0000388472,Pretty Jo(USA),5,SDDSS
0000737164,アドマイヤジャパン,0000334284,Gulf Stream(GB),5,SDDSD
0000737164,アドマイヤジャパン,0000393157,Mignon(ARG),4,SDDD
0000737164,アドマイヤジャパン,0000334297,Hillary(USA),5,SDDDS
0000737164,アドマイヤジャパン,0000393159,Dowager(USA),5,SDDDD
0000737164,アドマイヤジャパン,0000275176,ビワハイジ,1,D
0000737164,アドマイヤジャパン,0000336202,Caerleon(USA),2,DS
0000737164,アドマイヤジャパン,0000383652,アグサン(IRE),3,DSS
0000737164,アドマイヤジャパン,0000333996,Nijinsky(CAN),4,DSSS
0000737164,アドマイヤジャパン,0000391026,Foreseer(USA),5,DSSSS
0000737164,アドマイヤジャパン,0000334343,Lord Gayle(USA),5,DSSSD
0000737164,アドマイヤジャパン,0000390957,Santa Luciana(GER),4,DSSD
0000737164,アドマイヤジャパン,0000334002,Northern Dancer(CAN),5,DSSDS
0000737164,アドマイヤジャパン,0000387574,Flaming Page(CAN),5,DSSDD
0000737164,アドマイヤジャパン,0000345057,Round Table(USA),3,DSD
0000737164,アドマイヤジャパン,0000391025,Regal Gleam(USA),4,DSDS
0000737164,アドマイヤジャパン,0000335850,Sir Gaylord(USA),5,DSDSS
0000737164,アドマイヤジャパン,0000388791,Sticky Case(GB),5,DSDSD
0000737164,アドマイヤジャパン,0000335281,Luciano(GB),4,DSDD
0000737164,アドマイヤジャパン,0000390218,Suleika(GER),5,DSDDS
0000737164,アドマイヤジャパン,0000334378,Nearctic(CAN),5,DSDDD
0000737164,アドマイヤジャパン,0000386225,Natalma(USA),2,DD
0000737164,アドマイヤジャパン,0000335434,Bull Page(USA),3,DDS
0000737164,アドマイヤジャパン,0000387578,Flaring Top(USA),4,DDSS
0000737164,アドマイヤジャパン,0000339120,Princequillo(IRE),5,DDSSS
0000737164,アドマイヤジャパン,0000401513,Knights Daughter(GB),5,DDSSD
0000737164,アドマイヤジャパン,0000334286,Hail to Reason(USA),4,DDSD
0000737164,アドマイヤジャパン,0000391024,Miz Carol(USA),5,DDSDS
0000737164,アドマイヤジャパン,0000334560,Turn-to(IRE),5,DDSDD
0000737164,アドマイヤジャパン,0000388747,Somethingroyal(USA),3,DDD
0000737164,アドマイヤジャパン,0000334188,Court Martial(GB),4,DDDS
0000737164,アドマイヤジャパン,0000388609,Run Honey(GB),5,DDDSS
0000737164,アドマイヤジャパン,0000334031,Henry the Seventh(GB),5,DDDSD
0000737164,アドマイヤジャパン,0000391001,Light Arctic(GB),4,DDDD
0000737164,アドマイヤジャパン,0000335024,Ticino(GER),5,DDDDS
0000737164,アドマイヤジャパン,0000390219,Schwarzblaurot(GER),5,DDDDD
0000612385,アルスブランカ,0000337436,ラストタイクーン(IRE),1,S
0000612385,アルスブランカ,0000336129,トライマイベスト(USA),2,SS
0000612385,アルスブランカ,0000394676,Mill Princess(IRE),3,SSS
0000612385,アルスブランカ,0000334002,Northern Dancer(CAN),4,SSSS
0000612385,アルスブランカ,0000390754,Sex Appeal(USA),5,SSSSS
0000612385,アルスブランカ,0000334047,Mill Reef(USA),5,SSSSD
0000612385,アルスブランカ,0000387837,Irish Lass(GB),4,SSSD
0000612385,アルスブランカ,0000334378,Nearctic(CAN),5,SSSDS
0000612385,アルスブランカ,0000386225,Natalma(USA),5,SSSDD
0000612385,アルスブランカ,0000334012,Buckpasser(USA),3,SSD
0000612385,アルスブランカ,0000390753,Best in Show(USA),4,SSDS
0000612385,アルスブランカ,0000334001,Never Bend(USA),5,SSDSS
0000612385,アルスブランカ,0000389320,Milan Mill(USA),5,SSDSD
0000612385,アルスブランカ,0000334479,Sayajirao(GB),4,SSDD
0000612385,アルスブランカ,0000388652,Scollata(IRE),5,SSDDS
0000612385,アルスブランカ,0000334377,Nearco(ITY),5,SSDDD
0000612385,アルスブランカ,0000387922,Lady Angela(GB),2,SD
0000612385,アルスブランカ,0000334375,Native Dancer(USA),3,SDS
0000612385,アルスブランカ,0000386852,Almahmoud(USA),4,SDSS
0000612385,アルスブランカ,0000334545,Tom Fool(USA),5,SDSSS
0000612385,アルスブランカ,0000389645,Busanda(USA),5,SDSSD
0000612385,アルスブランカ,0000334552,Traffic Judge(USA),4,SDSD
0000612385,アルスブランカ,0000390752,Stolen Hour(USA),5,SDSDS
0000612385,アルスブランカ,0000334374,Nasrullah(GB),5,SDSDD
0000612385,アルスブランカ,0000387965,Lalun(USA),3,SDD
0000612385,アルスブランカ,0000339120,Princequillo(IRE),4,SDDS
0000612385,アルスブランカ,0000386297,Virginia Water(USA),5,SDDSS
0000612385,アルスブランカ,0000334377,Nearco(ITY),5,SDDSD
0000612385,アルスブランカ,0000385370,Rosy Legend(FR),4,SDDD
0000612385,アルスブランカ,0000334384,Niccolo Dell'Arca(ITY),5,SDDDS
0000612385,アルスブランカ,0000386217,Cutaway(GB),5,SDDDD
0000612385,アルスブランカ,0000383655,チカリー(IRE),1,D
0000612385,アルスブランカ,0000336572,Sadler's Wells(USA),2,DS
0000612385,アルスブランカ,0000414936,Flyaway Bride(USA),3,DSS
0000612385,アルスブランカ,0000334002,Northern Dancer(CAN),4,DSSS
0000612385,アルスブランカ,0000392264,Fairy Bridge(USA),5,DSSSS
0000612385,アルスブランカ,0000335274,Blushing Groom(FR),5,DSSSD
0000612385,アルスブランカ,0000406422,Blue Angel's Image(CAN),4,DSSD
0000612385,アルスブランカ,0000334378,Nearctic(CAN),5,DSSDS
0000612385,アルスブランカ,0000386225,Natalma(USA),5,DSSDD
0000612385,アルスブランカ,0000334859,Bold Reason(USA),3,DSD
0000612385,アルスブランカ,0000390581,Special(USA),4,DSDS
0000612385,アルスブランカ,0000334068,Red God(USA),5,DSDSS
0000612385,アルスブランカ,0000388608,Runaway Bride(GB),5,DSDSD
0000612385,アルスブランカ,0000335224,Ruritania(USA),4,DSDD
0000612385,アルスブランカ,0000393955,Dancing Angela(USA),5,DSDDS
0000612385,アルスブランカ,0000334377,Nearco(ITY),5,DSDDD
0000612385,アルスブランカ,0000387922,Lady Angela(GB),2,DD
0000612385,アルスブランカ,0000334375,Native Dancer(USA),3,DDS
0000612385,アルスブランカ,0000386852,Almahmoud(USA),4,DDSS
0000612385,アルスブランカ,0000334286,Hail to Reason(USA),5,DDSSS
0000612385,アルスブランカ,0000387965,Lalun(USA),5,DDSSD
0000612385,アルスブランカ,0000334262,Forli(ARG),4,DDSD
0000612385,アルスブランカ,0000389693,Thong(USA),5,DDSDS
0000612385,アルスブランカ,0000334374,Nasrullah(GB),5,DDSDD
0000612385,アルスブランカ,0000385473,Spring Run(USA),3,DDD
0000612385,アルスブランカ,0000334072,Wild Risk(FR),4,DDDS
0000612385,アルスブランカ,0000386829,Aimee(GB),5,DDDSS
0000612385,アルスブランカ,0000334999,Graustark(USA),5,DDDSD
0000612385,アルスブランカ,0000389895,Aiming High(GB),4,DDDD
0000612385,アルスブランカ,0000333632,ダンサーズイメージ(USA),5,DDDDS
0000612385,アルスブランカ,0000393954,Nangela(CAN),5,DDDDD
0000330256,イケハヤブサ,0000339534,ロドリゴデトリアーノ(USA),1,S
0000330256,イケハヤブサ,0000336924,El Gran Senor(USA),2,SS
0000330256,イケハヤブサ,0000404593,Hot Princess(GB),3,SSS
0000330256,イケハヤブサ,0000334002,Northern Dancer(CAN),4,SSSS
0000330256,イケハヤブサ,0000390754,Sex Appeal(USA),5,SSSSS
0000330256,イケハヤブサ,0000333695,ホツトスパーク(IRE),5,SSSSD
0000330256,イケハヤブサ,0000404669,Aspara(USA),4,SSSD
0000330256,イケハヤブサ,0000334378,Nearctic(CAN),5,SSSDS
0000330256,イケハヤブサ,0000386225,Natalma(USA),5,SSSDD
0000330256,イケハヤブサ,0000334012,Buckpasser(USA),3,SSD
0000330256,イケハヤブサ,0000390753,Best in Show(USA),4,SSDS
0000330256,イケハヤブサ,0000334285,Habitat(USA),5,SSDSS
0000330256,イケハヤブサ,0000386667,Garvey Girl(IRE),5,SSDSD
0000330256,イケハヤブサ,0000333950,Crimson Satan(USA),4,SSDD
0000330256,イケハヤブサ,0000386677,Courtside(USA),5,SSDDS
0000330256,イケハヤブサ,0000334377,Nearco(ITY),5,SSDDD
